Details || Player,Details || Nation,Details || Age,Details || Born,Details || Pos,Details || Squad,Details || Comp,Playing Time || MP,Playing Time || Starts,Playing Time || Min,Performance || Gls,Performance || Ast,Performance || G+A,Pct || Gls Percentile,Pct || Ast Percentile,Pct || G+A Percentile,Details || Squad 1,Details || Squad 2,Details || Comp 1,Details || Comp 2
Manolis Saliakas,gr GRE,27,1996,"MF,DF",St. Pauli,de Bundesliga,30,26,2314,2,1,3,62.30723606168446,53.084223013048636,57.147093712930015,St. Pauli,,de Bundesliga,
Manu Bueno,es ESP,20,2004,"MF,FW",Sevilla,es La Liga,9,1,140,1,0,1,47.805456702253856,21.5005931198102,35.55753262158956,Sevilla,,es La Liga,
Manu Koné,fr FRA,23,2001,MF,Roma,it Serie A,34,31,2572,2,1,3,62.30723606168446,53.084223013048636,57.147093712930015,Roma,,it Serie A,
Manu Morlanes,es ESP,25,1999,MF,Mallorca,es La Liga,23,15,1338,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Mallorca,,es La Liga,
Manuel Fuster,es ESP,26,1997,"FW,MF",Las Palmas,es La Liga,28,8,1003,2,1,3,62.30723606168446,53.084223013048636,57.147093712930015,Las Palmas,,es La Liga,
Manuel Locatelli,it ITA,26,1998,MF,Juventus,it Serie A,36,34,2822,2,2,4,62.30723606168446,69.42467378410439,65.0355871886121,Juventus,,it Serie A,
Manuel Ugarte Ribeiro,uy URU,23,2001,MF,Manchester Utd,eng Premier League,29,22,1785,1,2,3,47.805456702253856,69.42467378410439,57.147093712930015,Manchester Utd,,eng Premier League,
Marc Bernal,es ESP,17,2007,MF,Barcelona,es La Liga,3,3,242,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Barcelona,,es La Liga,
Marc Cardona,es ESP,29,1995,"FW,DF",Las Palmas,es La Liga,11,0,132,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Las Palmas,,es La Liga,
Marc Casado,es ESP,20,2003,MF,Barcelona,es La Liga,23,20,1611,1,3,4,47.805456702253856,79.7153024911032,65.0355871886121,Barcelona,,es La Liga,
Marc Domenech,es ESP,18,2006,"FW,MF",Mallorca,es La Liga,10,3,303,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Mallorca,,es La Liga,
Marc Guiu,es ESP,18,2006,FW,Chelsea,eng Premier League,3,0,73,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Chelsea,,eng Premier League,
Marc Roca,es ESP,27,1996,MF,Betis,es La Liga,14,11,906,2,2,4,62.30723606168446,69.42467378410439,65.0355871886121,Betis,,es La Liga,
Marcel Sabitzer,at AUT,30,1994,MF,Dortmund,de Bundesliga,26,18,1616,1,0,1,47.805456702253856,21.5005931198102,35.55753262158956,Dortmund,,de Bundesliga,
Marco Asensio,es ESP,28,1996,"FW,MF, MF","Aston Villa,Paris S-G","eng Premier League,fr Ligue 1",25,17,1361,5,5,10,83.27402135231317,91.48873072360617,87.18861209964413,Aston Villa,Paris S-G,eng Premier League,fr Ligue 1
Marco Brescianini,it ITA,24,2000,MF,Atalanta,it Serie A,29,9,991,4,2,6,78.97390272835112,69.42467378410439,75.62277580071175,Atalanta,,it Serie A,
Marco Grüll,at AUT,26,1998,"FW,MF",Werder Bremen,de Bundesliga,30,13,1181,6,1,7,86.71411625148279,53.084223013048636,79.2111506524318,Werder Bremen,,de Bundesliga,
Marcos André,br BRA,27,1996,FW,Valladolid,es La Liga,22,14,1188,1,2,3,47.805456702253856,69.42467378410439,57.147093712930015,Valladolid,,es La Liga,
Marcos Llorente,es ESP,29,1995,"DF,MF",Atlético Madrid,es La Liga,33,28,2513,2,4,6,62.30723606168446,86.98102016607355,75.62277580071175,Atlético Madrid,,es La Liga,
Marcus Harness,eng ENG,28,1996,MF,Ipswich Town,eng Premier League,2,0,45,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Ipswich Town,,eng Premier League,
Marcus Rashford,eng ENG,26,1997,"FW, FW,MF","Manchester Utd,Aston Villa","eng Premier League,eng Premier League",25,16,1422,6,3,9,86.71411625148279,79.7153024911032,84.4306049822064,Manchester Utd,Aston Villa,eng Premier League,eng Premier League
Marcus Tavernier,eng ENG,25,1999,"FW,MF",Bournemouth,eng Premier League,29,20,1939,3,5,8,72.27164887307237,91.48873072360617,81.73190984578885,Bournemouth,,eng Premier League,
Marcus Thuram,fr FRA,26,1997,FW,Inter,it Serie A,32,27,2290,14,4,18,97.83511269276394,86.98102016607355,97.0344009489917,Inter,,it Serie A,
Marin Ljubicic,hr CRO,22,2002,"FW,MF",Union Berlin,de Bundesliga,13,1,281,1,1,2,47.805456702253856,53.084223013048636,47.39027283511269,Union Berlin,,de Bundesliga,
Mario Balotelli,it ITA,33,1990,"FW,MF",Genoa,it Serie A,6,0,62,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Genoa,,it Serie A,
Mario Götze,de GER,32,1992,"MF,FW",Eint Frankfurt,de Bundesliga,24,18,1542,3,2,5,72.27164887307237,69.42467378410439,71.14472123368921,Eint Frankfurt,,de Bundesliga,
Mario Lemina,ga GAB,30,1993,"MF,DF",Wolves,eng Premier League,17,15,1364,1,3,4,47.805456702253856,79.7153024911032,65.0355871886121,Wolves,,eng Premier League,
Mario Maroto,es ESP,20,2003,MF,Valladolid,es La Liga,2,0,64,0,1,1,19.572953736654803,53.084223013048636,35.55753262158956,Valladolid,,es La Liga,
Mario Martín,es ESP,20,2004,MF,Valladolid,es La Liga,30,20,1748,0,1,1,19.572953736654803,53.084223013048636,35.55753262158956,Valladolid,,es La Liga,
Mario Pašalić,hr CRO,29,1995,MF,Atalanta,it Serie A,34,23,1967,3,4,7,72.27164887307237,86.98102016607355,79.2111506524318,Atalanta,,it Serie A,
Marius Bülter,de GER,31,1993,"FW,DF",Hoffenheim,de Bundesliga,25,22,1729,7,2,9,89.35349940688019,69.42467378410439,84.4306049822064,Hoffenheim,,de Bundesliga,
Marius Courcoul,fr FRA,17,2007,"MF,DF",Angers,fr Ligue 1,8,3,309,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Angers,,fr Ligue 1,
Marko Arnautović,at AUT,35,1989,FW,Inter,it Serie A,18,5,549,4,2,6,78.97390272835112,69.42467378410439,75.62277580071175,Inter,,it Serie A,
Marnon Busch,de GER,29,1994,"DF,MF",Heidenheim,de Bundesliga,23,15,1396,0,1,1,19.572953736654803,53.084223013048636,35.55753262158956,Heidenheim,,de Bundesliga,
Maroan Sannadi,es ESP,23,2001,FW,Athletic Club,es La Liga,16,7,754,1,1,2,47.805456702253856,53.084223013048636,47.39027283511269,Athletic Club,,es La Liga,
Marshall Munetsi,zw ZIM,28,1996,"MF, MF,FW","Wolves,Reims","eng Premier League,fr Ligue 1",33,31,2770,6,3,9,86.71411625148279,79.7153024911032,84.4306049822064,Wolves,Reims,eng Premier League,fr Ligue 1
Marten de Roon,nl NED,33,1991,"MF,DF",Atalanta,it Serie A,36,34,3058,4,4,8,78.97390272835112,86.98102016607355,81.73190984578885,Atalanta,,it Serie A,
Martial Godo,eng ENG,21,2003,"FW,DF",Fulham,eng Premier League,2,0,24,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Fulham,,eng Premier League,
Martin Adeline,fr FRA,20,2003,MF,Reims,fr Ligue 1,1,0,26,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Reims,,fr Ligue 1,
Martin Satriano,uy URU,23,2001,"FW,DF",Lens,fr Ligue 1,7,0,88,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Lens,,fr Ligue 1,
Martin Terrier,fr FRA,27,1997,"MF,FW",Leverkusen,de Bundesliga,15,7,584,2,1,3,62.30723606168446,53.084223013048636,57.147093712930015,Leverkusen,,de Bundesliga,
Martin Ødegaard,no NOR,25,1998,MF,Arsenal,eng Premier League,30,26,2325,3,8,11,72.27164887307237,97.68683274021352,89.1459074733096,Arsenal,,eng Premier League,
Martín Payero,ar ARG,25,1998,MF,Udinese,it Serie A,25,16,1381,1,1,2,47.805456702253856,53.084223013048636,47.39027283511269,Udinese,,it Serie A,
Martín Tejón,es ESP,20,2004,"MF,DF",Valencia,es La Liga,4,0,49,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Valencia,,es La Liga,
Martín Zubimendi,es ESP,25,1999,MF,Real Sociedad,es La Liga,36,33,2962,2,1,3,62.30723606168446,53.084223013048636,57.147093712930015,Real Sociedad,,es La Liga,
Marvin,es ESP,24,2000,"DF,FW",Las Palmas,es La Liga,23,9,1038,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Las Palmas,,es La Liga,
Marvin Ducksch,de GER,30,1994,FW,Werder Bremen,de Bundesliga,32,30,2418,8,8,16,91.19217081850533,97.68683274021352,95.72953736654804,Werder Bremen,,de Bundesliga,
Marvin Pieringer,de GER,24,1999,"FW,MF",Heidenheim,de Bundesliga,31,26,2206,7,4,11,89.35349940688019,86.98102016607355,89.1459074733096,Heidenheim,,de Bundesliga,
Marvin Schulz,de GER,29,1995,"MF,DF",Holstein Kiel,de Bundesliga,12,3,306,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Holstein Kiel,,de Bundesliga,
Mason Greenwood,eng ENG,22,2001,"FW,MF",Marseille,fr Ligue 1,34,32,2804,21,5,26,99.40688018979834,91.48873072360617,99.34756820877817,Marseille,,fr Ligue 1,
Mason Holgate,eng ENG,27,1996,"FW,DF",Everton,eng Premier League,1,0,6,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Everton,,eng Premier League,
Mason Mount,eng ENG,25,1999,MF,Manchester Utd,eng Premier League,17,8,622,1,0,1,47.805456702253856,21.5005931198102,35.55753262158956,Manchester Utd,,eng Premier League,
Massimo Luongo,au AUS,31,1992,MF,Ipswich Town,eng Premier League,11,2,201,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Ipswich Town,,eng Premier League,
Mateo Flores,es ESP,20,2004,MF,Betis,es La Liga,6,1,153,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Betis,,es La Liga,
Mateo Kovačić,hr CRO,30,1994,MF,Manchester City,eng Premier League,31,25,2198,6,2,8,86.71411625148279,69.42467378410439,81.73190984578885,Manchester City,,eng Premier League,
Mateo Mejía,es ESP,21,2003,FW,Sevilla,es La Liga,1,0,11,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Sevilla,,es La Liga,
Mateo Pellegrino,ar ARG,23,2001,FW,Parma,it Serie A,13,8,737,3,1,4,72.27164887307237,53.084223013048636,65.0355871886121,Parma,,it Serie A,
Mateo Retegui,it ITA,25,1999,FW,Atalanta,it Serie A,36,32,2383,25,8,33,99.76275207591934,97.68683274021352,99.8220640569395,Atalanta,,it Serie A,
Mateus Fernandes,pt POR,20,2004,MF,Southampton,eng Premier League,36,34,2909,2,4,6,62.30723606168446,86.98102016607355,75.62277580071175,Southampton,,eng Premier League,
Mateus Mane,eng ENG,17,2007,MF,Wolves,eng Premier League,1,0,2,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Wolves,,eng Premier League,
Mateusz Kowalski,pl POL,19,2005,MF,Parma,it Serie A,1,1,56,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Parma,,it Serie A,
Matheus Cunha,br BRA,25,1999,"MF,FW",Wolves,eng Premier League,33,29,2597,15,6,21,98.2502965599051,94.09845788849347,98.22064056939502,Wolves,,eng Premier League,
Matheus França,br BRA,20,2004,"MF,FW",Crystal Palace,eng Premier League,4,0,55,1,0,1,47.805456702253856,21.5005931198102,35.55753262158956,Crystal Palace,,eng Premier League,
Matheus Nunes,pt POR,25,1998,"DF,MF",Manchester City,eng Premier League,26,19,1674,1,6,7,47.805456702253856,94.09845788849347,79.2111506524318,Manchester City,,eng Premier League,
Mathias Honsak,at AUT,27,1996,"FW,DF",Heidenheim,de Bundesliga,22,12,1181,5,1,6,83.27402135231317,53.084223013048636,75.62277580071175,Heidenheim,,de Bundesliga,
Mathias Jensen,dk DEN,28,1996,MF,Brentford,eng Premier League,24,8,862,0,2,2,19.572953736654803,69.42467378410439,47.39027283511269,Brentford,,eng Premier League,
Mathias Løvik,no NOR,20,2003,"DF,FW",Parma,it Serie A,6,0,92,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Parma,,it Serie A,
Mathias Pereira Lage,pt POR,27,1996,"FW,MF",Brest,fr Ligue 1,29,18,1571,2,7,9,62.30723606168446,96.17437722419929,84.4306049822064,Brest,,fr Ligue 1,
Mathieu Cafaro,fr FRA,27,1997,"MF,FW",Saint-Étienne,fr Ligue 1,15,9,732,1,0,1,47.805456702253856,21.5005931198102,35.55753262158956,Saint-Étienne,,fr Ligue 1,
Mathis Amougou,fr FRA,18,2006,MF,"Chelsea,Saint-Étienne","eng Premier League,fr Ligue 1",18,9,867,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Chelsea,Saint-Étienne,eng Premier League,fr Ligue 1
Mathis Lambourde,fr FRA,18,2006,"FW,MF",Hellas Verona,it Serie A,7,0,89,1,0,1,47.805456702253856,21.5005931198102,35.55753262158956,Hellas Verona,,it Serie A,
Mathys Tel,fr FRA,19,2005,"FW, FW,MF","Tottenham,Bayern Munich","eng Premier League,de Bundesliga",21,13,1167,2,2,4,62.30723606168446,69.42467378410439,65.0355871886121,Tottenham,Bayern Munich,eng Premier League,de Bundesliga
Mathéo Bodmer,fr FRA,20,2004,MF,Le Havre,fr Ligue 1,1,0,6,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Le Havre,,fr Ligue 1,
Matias Fernandez-Pardo,be BEL,19,2005,"FW,MF",Lille,fr Ligue 1,22,12,1065,4,2,6,78.97390272835112,69.42467378410439,75.62277580071175,Lille,,fr Ligue 1,
Mats Pannewig,de GER,19,2004,MF,Bochum,de Bundesliga,14,2,267,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Bochum,,de Bundesliga,
Mats Wieffer,nl NED,24,1999,"DF,MF",Brighton,eng Premier League,25,10,1015,1,3,4,47.805456702253856,79.7153024911032,65.0355871886121,Brighton,,eng Premier League,
Matt O'Riley,dk DEN,23,2000,MF,Brighton,eng Premier League,21,11,938,2,2,4,62.30723606168446,69.42467378410439,65.0355871886121,Brighton,,eng Premier League,
Matteo Cancellieri,it ITA,22,2002,"FW,MF",Parma,it Serie A,27,19,1424,3,0,3,72.27164887307237,21.5005931198102,57.147093712930015,Parma,,it Serie A,
Matteo Pessina,it ITA,27,1997,MF,Monza,it Serie A,11,10,854,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Monza,,it Serie A,
Matteo Politano,it ITA,30,1993,"FW,MF",Napoli,it Serie A,37,34,2804,3,4,7,72.27164887307237,86.98102016607355,79.2111506524318,Napoli,,it Serie A,
Matteo Prati,it ITA,20,2003,MF,Cagliari,it Serie A,12,8,570,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Cagliari,,it Serie A,
Matthias Braunöder,at AUT,22,2002,MF,Como,it Serie A,8,3,268,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Como,,it Serie A,
Matthis Abline,fr FRA,21,2003,FW,Nantes,fr Ligue 1,34,33,2768,9,2,11,92.88256227758008,69.42467378410439,89.1459074733096,Nantes,,fr Ligue 1,
Mattia Felici,it ITA,23,2001,"MF,FW",Cagliari,it Serie A,20,9,925,0,3,3,19.572953736654803,79.7153024911032,57.147093712930015,Cagliari,,it Serie A,
Mattia Liberali,it ITA,17,2007,MF,Milan,it Serie A,1,1,61,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Milan,,it Serie A,
Mattia Valoti,it ITA,30,1993,MF,Monza,it Serie A,5,0,40,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Monza,,it Serie A,
Mattia Zaccagni,it ITA,29,1995,FW,Lazio,it Serie A,34,33,2686,8,6,14,91.19217081850533,94.09845788849347,93.44602609727166,Lazio,,it Serie A,
Mattias Svanberg,se SWE,25,1999,MF,Wolfsburg,de Bundesliga,20,14,1219,3,1,4,72.27164887307237,53.084223013048636,65.0355871886121,Wolfsburg,,de Bundesliga,
Mattéo Guendouzi,fr FRA,25,1999,MF,Lazio,it Serie A,37,37,3270,1,3,4,47.805456702253856,79.7153024911032,65.0355871886121,Lazio,,it Serie A,
Matìas Soulé,ar ARG,21,2003,"MF,DF",Roma,it Serie A,27,22,1781,5,5,10,83.27402135231317,91.48873072360617,87.18861209964413,Roma,,it Serie A,
Matías Vecino,uy URU,32,1991,MF,Lazio,it Serie A,20,7,877,2,3,5,62.30723606168446,79.7153024911032,71.14472123368921,Lazio,,it Serie A,
Matúš Bero,sk SVK,28,1995,MF,Bochum,de Bundesliga,30,29,2565,5,2,7,83.27402135231317,69.42467378410439,79.2111506524318,Bochum,,de Bundesliga,
Maurides,br BRA,30,1994,FW,St. Pauli,de Bundesliga,1,0,2,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,St. Pauli,,de Bundesliga,
Mauro Arambarri,uy URU,28,1995,MF,Getafe,es La Liga,35,31,2661,10,0,10,94.54329774614472,21.5005931198102,87.18861209964413,Getafe,,es La Liga,
Max Aarons,eng ENG,24,2000,"DF, DF,MF","Bournemouth,Valencia","eng Premier League,es La Liga",7,2,206,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Bournemouth,Valencia,eng Premier League,es La Liga
Max Moerstedt,de GER,19,2006,FW,Hoffenheim,de Bundesliga,12,5,451,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Hoffenheim,,de Bundesliga,
Maxence Caqueret,fr FRA,24,2000,MF,"Como,Lyon","it Serie A,fr Ligue 1",27,21,1660,2,3,5,62.30723606168446,79.7153024911032,71.14472123368921,Como,Lyon,it Serie A,fr Ligue 1
Maximilian Arnold,de GER,30,1994,MF,Wolfsburg,de Bundesliga,28,27,2356,3,5,8,72.27164887307237,91.48873072360617,81.73190984578885,Wolfsburg,,de Bundesliga,
Maximilian Beier,de GER,21,2002,"FW,MF",Dortmund,de Bundesliga,29,17,1591,8,5,13,91.19217081850533,91.48873072360617,92.05219454329774,Dortmund,,de Bundesliga,
Maximilian Breunig,de GER,23,2000,"FW,MF",Heidenheim,de Bundesliga,13,2,350,2,0,2,62.30723606168446,21.5005931198102,47.39027283511269,Heidenheim,,de Bundesliga,
Maximilian Eggestein,de GER,27,1996,MF,Freiburg,de Bundesliga,33,33,2845,2,0,2,62.30723606168446,21.5005931198102,47.39027283511269,Freiburg,,de Bundesliga,
Maximilian Philipp,de GER,30,1994,"MF,FW",Freiburg,de Bundesliga,2,0,17,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Freiburg,,de Bundesliga,
Maxwel Cornet,ci CIV,27,1996,"FW, FW,MF","Southampton,Genoa","eng Premier League,it Serie A",9,3,318,2,1,3,62.30723606168446,53.084223013048636,57.147093712930015,Southampton,Genoa,eng Premier League,it Serie A
Medon Berisha,al ALB,20,2003,MF,Lecce,it Serie A,17,7,716,0,1,1,19.572953736654803,53.084223013048636,35.55753262158956,Lecce,,it Serie A,
Mehdi Taremi,ir IRN,32,1992,FW,Inter,it Serie A,26,7,816,1,2,3,47.805456702253856,69.42467378410439,57.147093712930015,Inter,,it Serie A,
Melvin Bard,fr FRA,23,2000,"DF,MF",Nice,fr Ligue 1,24,22,1938,2,1,3,62.30723606168446,53.084223013048636,57.147093712930015,Nice,,fr Ligue 1,
Mergim Berisha,de GER,26,1998,"FW, FW,MF","Hoffenheim,Augsburg","de Bundesliga,de Bundesliga",13,3,373,1,1,2,47.805456702253856,53.084223013048636,47.39027283511269,Hoffenheim,Augsburg,de Bundesliga,de Bundesliga
Merlin Röhl,de GER,22,2002,"MF,FW",Freiburg,de Bundesliga,19,11,965,0,1,1,19.572953736654803,53.084223013048636,35.55753262158956,Freiburg,,de Bundesliga,
Mert Kömür,de GER,19,2005,MF,Augsburg,de Bundesliga,20,5,654,2,1,3,62.30723606168446,53.084223013048636,57.147093712930015,Augsburg,,de Bundesliga,
Meschak Elia,cd COD,26,1997,FW,Nantes,fr Ligue 1,8,1,170,1,0,1,47.805456702253856,21.5005931198102,35.55753262158956,Nantes,,fr Ligue 1,
Michael Folorunsho,it ITA,26,1998,"FW,MF","Fiorentina,Napoli","it Serie A,it Serie A",20,6,685,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Fiorentina,Napoli,it Serie A,it Serie A
Michael Golding,eng ENG,18,2006,MF,Leicester City,eng Premier League,1,0,1,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Leicester City,,eng Premier League,
Michael Gregoritsch,at AUT,30,1994,FW,Freiburg,de Bundesliga,20,5,639,2,1,3,62.30723606168446,53.084223013048636,57.147093712930015,Freiburg,,de Bundesliga,
Michael Kayode,it ITA,20,2004,"DF, DF,FW","Brentford,Fiorentina","eng Premier League,it Serie A",17,7,655,0,1,1,19.572953736654803,53.084223013048636,35.55753262158956,Brentford,Fiorentina,eng Premier League,it Serie A
Michael Olise,fr FRA,22,2001,"FW,MF",Bayern Munich,de Bundesliga,34,28,2334,12,15,27,96.8564650059312,99.94068801897983,99.4958481613286,Bayern Munich,,de Bundesliga,
Michail Antonio,jm JAM,34,1990,FW,West Ham,eng Premier League,14,11,836,1,1,2,47.805456702253856,53.084223013048636,47.39027283511269,West Ham,,eng Premier League,
Michel Aebischer,ch SUI,27,1997,MF,Bologna,it Serie A,14,9,724,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Bologna,,it Serie A,
Michel Ndary Adopo,fr FRA,24,2000,MF,Cagliari,it Serie A,35,27,2409,1,1,2,47.805456702253856,53.084223013048636,47.39027283511269,Cagliari,,it Serie A,
Michy Batshuayi,be BEL,30,1993,FW,Eint Frankfurt,de Bundesliga,10,3,300,3,0,3,72.27164887307237,21.5005931198102,57.147093712930015,Eint Frankfurt,,de Bundesliga,
Miguel,es ESP,24,1999,FW,Leganés,es La Liga,34,17,1724,1,3,4,47.805456702253856,79.7153024911032,65.0355871886121,Leganés,,es La Liga,
Miguel Almirón,py PAR,30,1994,FW,Newcastle Utd,eng Premier League,9,1,157,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Newcastle Utd,,eng Premier League,
Miguel Gutiérrez,es ESP,23,2001,"DF,MF",Girona,es La Liga,29,29,2458,1,5,6,47.805456702253856,91.48873072360617,75.62277580071175,Girona,,es La Liga,
Miha Zajc,si SVN,30,1994,MF,Toulouse,fr Ligue 1,19,1,262,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Toulouse,,fr Ligue 1,
Mihailo Ristić,rs SRB,28,1995,"DF,MF",Celta Vigo,es La Liga,10,6,429,0,1,1,19.572953736654803,53.084223013048636,35.55753262158956,Celta Vigo,,es La Liga,
Mika Biereth,dk DEN,21,2003,FW,Monaco,fr Ligue 1,16,16,1228,13,2,15,97.44958481613286,69.42467378410439,94.66192170818505,Monaco,,fr Ligue 1,
Mikael Ellertsson,is ISL,22,2002,"DF,MF",Venezia,it Serie A,36,29,2470,2,2,4,62.30723606168446,69.42467378410439,65.0355871886121,Venezia,,it Serie A,
Mikel Jauregizar,es ESP,20,2003,MF,Athletic Club,es La Liga,34,25,2244,2,1,3,62.30723606168446,53.084223013048636,57.147093712930015,Athletic Club,,es La Liga,
Mikel Merino,es ESP,28,1996,"MF,FW",Arsenal,eng Premier League,28,17,1586,7,2,9,89.35349940688019,69.42467378410439,84.4306049822064,Arsenal,,eng Premier League,
Mikel Oyarzabal,es ESP,27,1997,FW,Real Sociedad,es La Liga,35,28,2250,9,3,12,92.88256227758008,79.7153024911032,90.74733096085409,Real Sociedad,,es La Liga,
Mikel Vesga,es ESP,31,1993,MF,Athletic Club,es La Liga,25,10,988,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Athletic Club,,es La Liga,
Mikey Moore,eng ENG,16,2007,FW,Tottenham,eng Premier League,10,3,366,0,1,1,19.572953736654803,53.084223013048636,35.55753262158956,Tottenham,,eng Premier League,
Mikkel Damsgaard,dk DEN,24,2000,"MF,FW",Brentford,eng Premier League,38,34,2911,2,10,12,62.30723606168446,99.22894424673784,90.74733096085409,Brentford,,eng Premier League,
Mikkel Kaufmann,dk DEN,23,2001,FW,Heidenheim,de Bundesliga,9,3,372,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Heidenheim,,de Bundesliga,
Milan Badelj,hr CRO,35,1989,MF,Genoa,it Serie A,23,21,1472,1,0,1,47.805456702253856,21.5005931198102,35.55753262158956,Genoa,,it Serie A,
Milan Đurić,ba BIH,34,1990,FW,"Monza,Parma","it Serie A,it Serie A",27,16,1538,5,1,6,83.27402135231317,53.084223013048636,75.62277580071175,Monza,Parma,it Serie A,it Serie A
Milos Lukovic,rs SRB,18,2005,"FW,MF",Strasbourg,fr Ligue 1,2,0,12,0,0,0,19.572953736654803,21.5005931198102,14.620403321470937,Strasbourg,,fr Ligue 1,
